Year	Year awarded	Author(s)	Author Wikipedia Entry	Won/Nominated	Work	Work Wikipedia Entry	Publisher or publication	Publisher or publication Wikipedia Entry
1955	1955	Russell, Eric Frank	https://en.wikipedia.org/wiki/Eric_Frank_Russell	Won	"Allamagoosa"	https://en.wikipedia.org/wiki/Allamagoosa	Astounding Science-Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1956	1956	Clarke, Arthur C.	https://en.wikipedia.org/wiki/Arthur_C._Clarke	Won	"The Star"	https://en.wikipedia.org/wiki/The_Star_(Clarke_short_story)	Infinity Science Fiction	https://en.wikipedia.org/wiki/Infinity_Science_Fiction
1958	1958	Davidson, Avram	https://en.wikipedia.org/wiki/Avram_Davidson	Won	"Or All the Seas with Oysters"	https://en.wikipedia.org/wiki/Or_All_the_Seas_with_Oysters	Galaxy Science Fiction	https://en.wikipedia.org/wiki/Galaxy_Science_Fiction
1959	1959	Bloch, Robert	https://en.wikipedia.org/wiki/Robert_Bloch	Won	"That Hell-Bound Train"	https://en.wikipedia.org/wiki/That_Hell-Bound_Train	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1959	1959	Baker, Anton Lee		Nominated	"They've Been Working On..."		Astounding Science-Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1959	1959	Bester, Alfred	https://en.wikipedia.org/wiki/Alfred_Bester	Nominated	"The Men Who Murdered Mohammed"	https://en.wikipedia.org/wiki/The_Men_Who_Murdered_Mohammed	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1959	1959	Bone, J. F.		Nominated	"Triggerman"		Astounding Science-Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1959	1959	Budrys, Algis	https://en.wikipedia.org/wiki/Algis_Budrys	Nominated	"The Edge of the Sea"		Venture Science Fiction	https://en.wikipedia.org/wiki/Venture_Science_Fiction
1959	1959	Kornbluth, C. M.	https://en.wikipedia.org/wiki/Cyril_M._Kornbluth	Nominated	"The Advent on Channel Twelve"		Star Science Fiction Stories #4 (Ballantine Books)	https://en.wikipedia.org/wiki/Ballantine_Books
1959	1959	Kornbluth, C. M.	https://en.wikipedia.org/wiki/Cyril_M._Kornbluth	Nominated	"Theory of Rocketry"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1959	1959	Leiber, Fritz	https://en.wikipedia.org/wiki/Fritz_Leiber	Nominated	"Rump-Titty-Titty-Tum-Tah-Tee"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1959	1959	Mullen, Stanley	https://en.wikipedia.org/wiki/Stanley_Mullen	Nominated	"Space to Swing a Cat"		Astounding Science-Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1959	1959	Wellman, Manly Wade	https://en.wikipedia.org/wiki/Manly_Wade_Wellman	Nominated	"Nine Yards of Other Cloth"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1960	1960	Keyes, Daniel	https://en.wikipedia.org/wiki/Daniel_Keyes	Won	"Flowers for Algernon"	https://en.wikipedia.org/wiki/Flowers_for_Algernon	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1960	1960	Farmer, Philip José	https://en.wikipedia.org/wiki/Philip_Jos%C3%A9_Farmer	Nominated	"The Alley Man"	https://en.wikipedia.org/wiki/The_Alley_Man	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1960	1960	Bester, Alfred	https://en.wikipedia.org/wiki/Alfred_Bester	Nominated	"The Pi Man"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1960	1960	Sturgeon, Theodore	https://en.wikipedia.org/wiki/Theodore_Sturgeon	Nominated	"The Man Who Lost the Sea"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1960	1960	Williams, Ralph		Nominated	"Cat and Mouse"		Astounding Science-Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1961	1961	Anderson, Poul	https://en.wikipedia.org/wiki/Poul_Anderson	Won	"The Longest Voyage"	https://en.wikipedia.org/wiki/The_Longest_Voyage	Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1961	1961	Ashwell, Pauline	https://en.wikipedia.org/wiki/Pauline_Ashwell	Nominated	"The Lost Kafoozalum"		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1961	1961	Farmer, Philip José	https://en.wikipedia.org/wiki/Philip_Jos%C3%A9_Farmer	Nominated	"Open to Me, My Sister" (aka. "My Sister's Brother")		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1961	1961	Sturgeon, Theodore	https://en.wikipedia.org/wiki/Theodore_Sturgeon	Nominated	"Need"		Beyond Fantasy Fiction	https://en.wikipedia.org/wiki/Beyond_Fantasy_Fiction
1962	1962	Aldiss, Brian	https://en.wikipedia.org/wiki/Brian_Aldiss	Won	"Hothouse"	https://en.wikipedia.org/wiki/Hothouse_(novel)	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1962	1962	Biggle, Jr., Lloyd	https://en.wikipedia.org/wiki/Lloyd_Biggle,_Jr.	Nominated	"Monument"		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1962	1962	Leiber, Fritz	https://en.wikipedia.org/wiki/Fritz_Leiber	Nominated	"Scylla's Daughter"	https://en.wikipedia.org/wiki/The_Swords_of_Lankhmar	Fantastic	https://en.wikipedia.org/wiki/Fantastic_(magazine)
1962	1962	Reynolds, Mack	https://en.wikipedia.org/wiki/Mack_Reynolds	Nominated	"Status Quo"		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1962	1962	Schmitz, James H.	https://en.wikipedia.org/wiki/James_H._Schmitz	Nominated	"Lion Loose"		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1963	1963	Vance, Jack	https://en.wikipedia.org/wiki/Jack_Vance	Won	"The Dragon Masters"	https://en.wikipedia.org/wiki/The_Dragon_Masters	Galaxy Science Fiction	https://en.wikipedia.org/wiki/Galaxy_Science_Fiction
1963	1963	Jennings, Gary	https://en.wikipedia.org/wiki/Gary_Jennings	Nominated	"Myrrha"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1963	1963	Leiber, Fritz	https://en.wikipedia.org/wiki/Fritz_Leiber	Nominated	"The Unholy Grail"		Fantastic	https://en.wikipedia.org/wiki/Fantastic_(magazine)
1963	1963	Sturgeon, Theodore	https://en.wikipedia.org/wiki/Theodore_Sturgeon	Nominated	"When You Care, When You Love"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1963	1963	Swann, Thomas Burnett	https://en.wikipedia.org/wiki/Thomas_Burnett_Swann	Nominated	"Where Is the Bird of Fire?"		Science Fantasy	https://en.wikipedia.org/wiki/Science_Fantasy_(magazine)
1964	1964	Anderson, Poul	https://en.wikipedia.org/wiki/Poul_Anderson	Won	"No Truce with Kings"	https://en.wikipedia.org/wiki/No_Truce_with_Kings	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1964	1964	Raphael, Rick		Nominated	"Code Three"		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1964	1964	Zelazny, Roger	https://en.wikipedia.org/wiki/Roger_Zelazny	Nominated	"A Rose for Ecclesiastes"	https://en.wikipedia.org/wiki/A_Rose_for_Ecclesiastes	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1964	1964	Burroughs, Edgar Rice	https://en.wikipedia.org/wiki/Edgar_Rice_Burroughs	Nominated	"Savage Pellucidar"	https://en.wikipedia.org/wiki/Savage_Pellucidar	Amazing Stories	https://en.wikipedia.org/wiki/Amazing_Stories
1965	1965	Dickson, Gordon R.	https://en.wikipedia.org/wiki/Gordon_R._Dickson	Won	"Soldier, Ask Not"	https://en.wikipedia.org/wiki/Soldier,_Ask_Not	Galaxy Science Fiction	https://en.wikipedia.org/wiki/Galaxy_Science_Fiction
1965	1965	Raphael, Rick		Nominated	"Once a Cop"		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1965	1965	Young, Robert F.	https://en.wikipedia.org/wiki/Robert_F._Young	Nominated	"Little Dog Gone"		Worlds of Tomorrow	https://en.wikipedia.org/wiki/Worlds_of_Tomorrow_(magazine)
1966	1966	Ellison, Harlan	https://en.wikipedia.org/wiki/Harlan_Ellison	Won	""Repent, Harlequin!" Said the Ticktockman"	https://en.wikipedia.org/wiki/%22Repent,_Harlequin!%22_Said_the_Ticktockman	Galaxy Science Fiction	https://en.wikipedia.org/wiki/Galaxy_Science_Fiction
1966	1966	Anderson, Poul	https://en.wikipedia.org/wiki/Poul_Anderson	Nominated	"Marque and Reprisal"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1966	1966	Farmer, Philip José	https://en.wikipedia.org/wiki/Philip_Jos%C3%A9_Farmer	Nominated	"Day of the Great Shout"	https://en.wikipedia.org/wiki/To_Your_Scattered_Bodies_Go	Worlds of Tomorrow	https://en.wikipedia.org/wiki/Worlds_of_Tomorrow_(magazine)
1966	1966	Leiber, Fritz	https://en.wikipedia.org/wiki/Fritz_Leiber	Nominated	"Stardock"		Fantastic	https://en.wikipedia.org/wiki/Fantastic_(magazine)
1966	1966	Zelazny, Roger	https://en.wikipedia.org/wiki/Roger_Zelazny	Nominated	"The Doors of His Face, The Lamps of His Mouth"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1967	1967	Niven, Larry	https://en.wikipedia.org/wiki/Larry_Niven	Won	"Neutron Star"	https://en.wikipedia.org/wiki/Neutron_Star_(short_story)	If	https://en.wikipedia.org/wiki/If_(magazine)
1967	1967	Aldiss, Brian	https://en.wikipedia.org/wiki/Brian_Aldiss	Nominated	"Man In His Time"		Who Can Replace a Man? (Signet Books)	https://en.wikipedia.org/wiki/Signet_Books
1967	1967	Ellison, Harlan	https://en.wikipedia.org/wiki/Harlan_Ellison	Nominated	"Delusions for a Dragon Slayer"		Knight
1967	1967	Jones, Raymond F.	https://en.wikipedia.org/wiki/Raymond_F._Jones	Nominated	"Rat Race"		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1967	1967	McKenna, Richard	https://en.wikipedia.org/wiki/Richard_McKenna	Nominated	"The Secret Place"		Orbit #1 (Putnam Publishing Group)	https://en.wikipedia.org/wiki/Orbit_(anthology_series)#Orbit_1
1967	1967	Saberhagen, Fred	https://en.wikipedia.org/wiki/Fred_Saberhagen	Nominated	"Mr. Jester"		If	https://en.wikipedia.org/wiki/If_(magazine)
1967	1967	Shaw, Bob	https://en.wikipedia.org/wiki/Bob_Shaw	Nominated	"Light of Other Days"	https://en.wikipedia.org/wiki/Light_of_Other_Days	Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1967	1967	Zelazny, Roger	https://en.wikipedia.org/wiki/Roger_Zelazny	Nominated	"Comes Now the Power"		Magazine of Horror
1968	1968	Ellison, Harlan	https://en.wikipedia.org/wiki/Harlan_Ellison	Won	"I Have No Mouth, and I Must Scream"	https://en.wikipedia.org/wiki/I_Have_No_Mouth,_and_I_Must_Scream	If	https://en.wikipedia.org/wiki/If_(magazine)
1968	1968	Niven, Larry	https://en.wikipedia.org/wiki/Larry_Niven	Nominated	"The Jigsaw Man"	https://en.wikipedia.org/wiki/The_Jigsaw_Man	Dangerous Visions (Doubleday)	https://en.wikipedia.org/wiki/Dangerous_Visions
1968	1968	Delany, Samuel R.	https://en.wikipedia.org/wiki/Samuel_R._Delany	Nominated	"Aye, and Gomorrah"	https://en.wikipedia.org/wiki/Aye,_and_Gomorrah	Dangerous Visions (Doubleday)	https://en.wikipedia.org/wiki/Dangerous_Visions
1969	1969	Ellison, Harlan	https://en.wikipedia.org/wiki/Harlan_Ellison	Won	"The Beast that Shouted Love at the Heart of the World"	https://en.wikipedia.org/wiki/The_Beast_that_Shouted_Love_at_the_Heart_of_the_World_(short_story)	Galaxy Science Fiction	https://en.wikipedia.org/wiki/Galaxy_Science_Fiction
1969	1969	Niven, Larry	https://en.wikipedia.org/wiki/Larry_Niven	Nominated	"All the Myriad Ways"		Galaxy Science Fiction	https://en.wikipedia.org/wiki/Galaxy_Science_Fiction
1969	1969	Carr, Terry	https://en.wikipedia.org/wiki/Terry_Carr	Nominated	"The Dance of the Changer and the Three"		The Farthest Reaches	https://en.wikipedia.org/wiki/Pocket_Books
1969	1969	Curtis, Betsy		Nominated	"The Steiger Effect"		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1969	1969	Knight, Damon	https://en.wikipedia.org/wiki/Damon_Knight	Nominated	"Masks"		Playboy	https://en.wikipedia.org/wiki/Playboy
1970	1970	Delany, Samuel R.	https://en.wikipedia.org/wiki/Samuel_R._Delany	Won	"Time Considered as a Helix of Semi-Precious Stones"	https://en.wikipedia.org/wiki/Time_Considered_as_a_Helix_of_Semi-Precious_Stones	New Worlds	https://en.wikipedia.org/wiki/New_Worlds_(magazine)
1970	1970	Silverberg, Robert	https://en.wikipedia.org/wiki/Robert_Silverberg	Nominated	"Passengers"	https://en.wikipedia.org/wiki/Passengers_(story)	Orbit #4 (Putnam Publishing Group)	https://en.wikipedia.org/wiki/Orbit_(anthology_series)#Orbit_4
1970	1970	Niven, Larry	https://en.wikipedia.org/wiki/Larry_Niven	Nominated	"Not Long Before the End"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1970	1970	Benford, Gregory	https://en.wikipedia.org/wiki/Gregory_Benford	Nominated	"Deeper than the Darkness"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1970	1970	Le Guin, Ursula K.	https://en.wikipedia.org/wiki/Ursula_K._Le_Guin	Nominated	"Winter's King"	https://en.wikipedia.org/wiki/Winter%27s_King	Orbit #5 (Putnam Publishing Group)	https://en.wikipedia.org/wiki/Orbit_(anthology_series)#Orbit_5
1971	1971	Sturgeon, Theodore	https://en.wikipedia.org/wiki/Theodore_Sturgeon	Won	"Slow Sculpture"	https://en.wikipedia.org/wiki/Slow_Sculpture	Galaxy Science Fiction	https://en.wikipedia.org/wiki/Galaxy_Science_Fiction
1971	1971	Lafferty, R. A.	https://en.wikipedia.org/wiki/R._A._Lafferty	Nominated	"Continued on Next Rock"		Orbit #7 (Putnam Publishing Group)	https://en.wikipedia.org/wiki/Orbit_(anthology_series)#Orbit_7
1971	1971	Dickson, Gordon R.	https://en.wikipedia.org/wiki/Gordon_R._Dickson	Nominated	"Jean Duprès"		Nova #1 (Delacorte Press)	https://en.wikipedia.org/wiki/Dell_Publishing
1971	1971	Laumer, Keith	https://en.wikipedia.org/wiki/Keith_Laumer	Nominated	"In the Queue"		Orbit #7 (Putnam Publishing Group)	https://en.wikipedia.org/wiki/Orbit_(anthology_series)#Orbit_7
1971	1971	Bova, Ben	https://en.wikipedia.org/wiki/Ben_Bova	Nominated	"Brillo"		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1972	1972	Niven, Larry	https://en.wikipedia.org/wiki/Larry_Niven	Won	"Inconstant Moon"	https://en.wikipedia.org/wiki/Inconstant_Moon	All the Myriad Ways (Ballantine Books)	https://en.wikipedia.org/wiki/All_the_Myriad_Ways
1972	1972	Le Guin, Ursula K.	https://en.wikipedia.org/wiki/Ursula_K._Le_Guin	Nominated	"Vaster than Empires and More Slow"		New Dimensions #1 (Doubleday)	https://en.wikipedia.org/wiki/Doubleday_(publisher)
1972	1972	Simak, Clifford D.	https://en.wikipedia.org/wiki/Clifford_D._Simak	Nominated	"The Autumn Land"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1972	1972	Tall, Stephen	https://en.wikipedia.org/wiki/Stephen_Tall	Nominated	"The Bear with the Knot on His Tail"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1972	1972	Lafferty, R. A.	https://en.wikipedia.org/wiki/R._A._Lafferty	Nominated	"Sky"		New Dimensions #1 (Doubleday)	https://en.wikipedia.org/wiki/Doubleday_(publisher)
1972	1972	Effinger, George Alec	https://en.wikipedia.org/wiki/George_Alec_Effinger	Nominated	"All the Last Wars at Once"		Universe #1 (Bantam Spectra)	https://en.wikipedia.org/wiki/Bantam_Spectra
1973	1973	Lafferty, R. A.	https://en.wikipedia.org/wiki/R._A._Lafferty	Won	"Eurema's Dam"	https://en.wikipedia.org//w/index.php?title=Eurema%27s_Dam&action=edit&redlink=1	New Dimensions #2 (Doubleday)	https://en.wikipedia.org/wiki/Doubleday_(publisher)
1973	1973	Pohl, Frederik	https://en.wikipedia.org/wiki/Frederik_Pohl	Won	"The Meeting"	https://en.wikipedia.org//w/index.php?title=The_Meeting_(short_story)&action=edit&redlink=1	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1973	1973	Silverberg, Robert	https://en.wikipedia.org/wiki/Robert_Silverberg	Nominated	"When We Went to See the End of the World"		Universe #2 (Bantam Spectra)	https://en.wikipedia.org/wiki/Bantam_Spectra
1973	1973	Tiptree, Jr., James	https://en.wikipedia.org/wiki/James_Tiptree,_Jr.	Nominated	"And I Awoke and Found Me Here on the Cold Hill's Side"	https://en.wikipedia.org/wiki/And_I_Awoke_and_Found_Me_Here_on_the_Cold_Hill%27s_Side	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1973	1973	Russ, Joanna	https://en.wikipedia.org/wiki/Joanna_Russ	Nominated	"When It Changed"	https://en.wikipedia.org/wiki/When_It_Changed	Again, Dangerous Visions (Doubleday)	https://en.wikipedia.org/wiki/Again,_Dangerous_Visions
1974	1974	Le Guin, Ursula K.	https://en.wikipedia.org/wiki/Ursula_K._Le_Guin	Won	"The Ones Who Walk Away from Omelas"	https://en.wikipedia.org/wiki/The_Ones_Who_Walk_Away_from_Omelas	New Dimensions #3 (Doubleday)	https://en.wikipedia.org/wiki/Doubleday_(publisher)
1974	1974	Martin, George R. R.	https://en.wikipedia.org/wiki/George_R._R._Martin	Nominated	"With Morning Comes Mistfall"	https://en.wikipedia.org/wiki/With_Morning_Comes_Mistfall	Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1974	1974	Simak, Clifford D.	https://en.wikipedia.org/wiki/Clifford_D._Simak	Nominated	"Construction Shack"		If	https://en.wikipedia.org/wiki/If_(magazine)
1974	1974	McIntyre, Vonda N.	https://en.wikipedia.org/wiki/Vonda_N._McIntyre	Nominated	"Wings"		The Alien Condition	https://en.wikipedia.org/wiki/Ballantine_Books
1975	1975	Niven, Larry	https://en.wikipedia.org/wiki/Larry_Niven	Won	"The Hole Man"	https://en.wikipedia.org/wiki/The_Hole_Man	Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1975	1975	Bester, Alfred	https://en.wikipedia.org/wiki/Alfred_Bester	Nominated	"The Four-Hour Fugue"	https://en.wikipedia.org/wiki/The_Four-Hour_Fugue	Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1975	1975	Bishop, Michael	https://en.wikipedia.org/wiki/Michael_Bishop_(author)	Nominated	"Cathadonian Odyssey"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1975	1975	Le Guin, Ursula K.	https://en.wikipedia.org/wiki/Ursula_K._Le_Guin	Nominated	"The Day Before the Revolution"	https://en.wikipedia.org/wiki/The_Day_Before_the_Revolution	Galaxy Science Fiction	https://en.wikipedia.org/wiki/Galaxy_Science_Fiction
1975	1975	Silverberg, Robert	https://en.wikipedia.org/wiki/Robert_Silverberg	Nominated	"Schwartz Between the Galaxies"		Stellar #1 (Ballantine Books)	https://en.wikipedia.org/wiki/Ballantine_Books
1976	1976	Leiber, Fritz	https://en.wikipedia.org/wiki/Fritz_Leiber	Won	"Catch That Zeppelin!"	https://en.wikipedia.org//w/index.php?title=Catch_That_Zeppelin!&action=edit&redlink=1	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1976	1976	Ellison, Harlan	https://en.wikipedia.org/wiki/Harlan_Ellison	Nominated	"Croatoan"	https://en.wikipedia.org/wiki/Croatoan_(Ellison)	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1976	1976	Plauger, P. J.	https://en.wikipedia.org/wiki/P._J._Plauger	Nominated	"Child of All Ages"		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
