Year	Year awarded	Author(s)	Author Wikipedia Entry	Won/Nominated	Work	Work Wikipedia Entry	Publisher or publication	Publisher or publication Wikipedia Entry
1995	1995	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"Barnaby in Exile"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1995	1995	Bisson, Terry	https://en.wikipedia.org/wiki/Terry_Bisson	Nominated	"Dead Man's Curve"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1995	1995	Malzberg, Barry N.	https://en.wikipedia.org/wiki/Barry_N._Malzberg	Nominated	"Understanding Entropy"		SF Age
1995	1995	Bell, M. Shayne	https://en.wikipedia.org/wiki/M._Shayne_Bell	Nominated	"Mrs. Lincoln's China"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1996	1996	McHugh, Maureen F.	https://en.wikipedia.org/wiki/Maureen_F._McHugh	Won	"The Lincoln Train"	https://en.wikipedia.org/wiki/The_Lincoln_Train	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1996	1996	Friesner, Esther	https://en.wikipedia.org/wiki/Esther_Friesner	Nominated	"A Birthday"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1996	1996	Burstein, Michael A.	https://en.wikipedia.org/wiki/Michael_A._Burstein	Nominated	"TeleAbsence"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1996	1996	Daniel, Tony	https://en.wikipedia.org/wiki/Tony_Daniel_(science_fiction_writer)	Nominated	"Life on the Moon"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1996	1996	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"Walking Out"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1997	1997	Willis, Connie	https://en.wikipedia.org/wiki/Connie_Willis	Won	"The Soul Selects Her Own Society: Invasion and Repulsion: A Chronological Reinterpretation of Two of Emily Dickinson's Poems: A Wellsian Perspective"	https://en.wikipedia.org//w/index.php?title=The_Soul_Selects_Her_Own_Society&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1997	1997	White, James	https://en.wikipedia.org/wiki/James_White_(author)	Nominated	"Un-Birthday Boy"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1997	1997	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"The Dead"	https://en.wikipedia.org/wiki/The_Dead_(story)	Starlight #1 (Tor Books)	https://en.wikipedia.org/wiki/Starlight_(anthology_series)
1997	1997	Reed, Robert	https://en.wikipedia.org/wiki/Robert_Reed_(author)	Nominated	"Decency"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1997	1997	Crowley, John	https://en.wikipedia.org/wiki/John_Crowley	Nominated	"Gone"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1998	1998	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Won	"The 43 Antarean Dynasties"	https://en.wikipedia.org/wiki/The_43_Antarean_Dynasties	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1998	1998	Kelly, James Patrick	https://en.wikipedia.org/wiki/James_Patrick_Kelly	Nominated	"Itsy Bitsy Spider"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1998	1998	Wolfe, Gene	https://en.wikipedia.org/wiki/Gene_Wolfe	Nominated	"No Planets Strike"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1998	1998	Sawyer, Robert J.	https://en.wikipedia.org/wiki/Robert_J._Sawyer	Nominated	"The Hand You're Dealt"		Free Space (Tor Books)	https://en.wikipedia.org/wiki/Tor_Books
1998	1998	Fowler, Karen Joy	https://en.wikipedia.org/wiki/Karen_Joy_Fowler	Nominated	"Standing Room Only"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1998	1998	Duncan, Andy	https://en.wikipedia.org/wiki/Andy_Duncan_(writer)	Nominated	"Beluthahatchie"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1999	1999	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Won	"The Very Pulse of the Machine"	https://en.wikipedia.org/wiki/The_Very_Pulse_of_the_Machine	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1999	1999	Sterling, Bruce	https://en.wikipedia.org/wiki/Bruce_Sterling	Nominated	"Maneki Neko"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1999	1999	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"Radiant Doors"	https://en.wikipedia.org/wiki/Radiant_Doors	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1999	1999	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"Wild Minds"	https://en.wikipedia.org/wiki/Wild_Minds	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1999	1999	Burstein, Michael A.	https://en.wikipedia.org/wiki/Michael_A._Burstein	Nominated	"Cosmic Corkscrew"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1999	1999	Reed, Robert	https://en.wikipedia.org/wiki/Robert_Reed_(author)	Nominated	"Whiptail"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2000	2000	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Won	"Scherzo with Tyrannosaur"	https://en.wikipedia.org/wiki/Scherzo_with_Tyrannosaur	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2000	2000	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"Ancient Engines"	https://en.wikipedia.org/wiki/Ancient_Engines	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2000	2000	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"Hothouse Flowers"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2000	2000	Bisson, Terry	https://en.wikipedia.org/wiki/Terry_Bisson	Nominated	"macs"	https://en.wikipedia.org/wiki/Macs_(short_story)	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2000	2000	DiChario, Nicholas A.		Nominated	"Sarajevo"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2001	2001	Langford, David	https://en.wikipedia.org/wiki/David_Langford	Won	"Different Kinds of Darkness"	https://en.wikipedia.org//w/index.php?title=Different_Kinds_of_Darkness&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2001	2001	Burstein, Michael A.	https://en.wikipedia.org/wiki/Michael_A._Burstein	Nominated	"Kaddish for the Last Survivor"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2001	2001	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"Moon Dogs"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2001	2001	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"The Elephants on Neptune"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2001	2001	Baxter, Stephen	https://en.wikipedia.org/wiki/Stephen_Baxter	Nominated	"The Gravity Mine"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2002	2002	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Won	"The Dog Said Bow-Wow"	https://en.wikipedia.org/wiki/The_Dog_Said_Bow-Wow	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2002	2002	Le Guin, Ursula K.	https://en.wikipedia.org/wiki/Ursula_K._Le_Guin	Nominated	"The Bones of the Earth"		Tales from Earthsea (Harcourt)	https://en.wikipedia.org/wiki/Tales_from_Earthsea
2002	2002	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"Old MacDonald Had a Farm"	https://en.wikipedia.org/wiki/Old_MacDonald_Had_a_Farm_(short_story)	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2002	2002	Baxter, Stephen	https://en.wikipedia.org/wiki/Stephen_Baxter	Nominated	"The Ghost Pit"	https://en.wikipedia.org/wiki/The_Ghost_Pit	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2002	2002	Burstein, Michael A.	https://en.wikipedia.org/wiki/Michael_A._Burstein	Nominated	"Spaceships"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2003	2003	Landis, Geoffrey A.	https://en.wikipedia.org/wiki/Geoffrey_A._Landis	Won	"Falling Onto Mars"	https://en.wikipedia.org/wiki/Falling_Onto_Mars	Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2003	2003	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"'Hello,' Said the Stick"	https://en.wikipedia.org/wiki/%27Hello,%27_Said_the_Stick	Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2003	2003	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"The Little Cat Laughed to See Such Sport"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2003	2003	Ford, Jeffrey	https://en.wikipedia.org/wiki/Jeffrey_Ford	Nominated	"Creation"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2003	2003	Gloss, Molly	https://en.wikipedia.org/wiki/Molly_Gloss	Nominated	"Lambing Season"	https://en.wikipedia.org/wiki/Lambing_Season	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2004	2004	Gaiman, Neil	https://en.wikipedia.org/wiki/Neil_Gaiman	Won	"A Study in Emerald"	https://en.wikipedia.org/wiki/A_Study_in_Emerald	Shadows Over Baker Street (Del Rey Books)	https://en.wikipedia.org/wiki/Shadows_Over_Baker_Street
2004	2004	Burstein, Michael A.	https://en.wikipedia.org/wiki/Michael_A._Burstein	Nominated	"Paying It Forward"	https://en.wikipedia.org/wiki/Paying_It_Forward_(story)	Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2004	2004	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"Robots Don't Cry"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2004	2004	Haldeman, Joe	https://en.wikipedia.org/wiki/Joe_Haldeman	Nominated	"Four Short Novels"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2004	2004	Levine, David D.	https://en.wikipedia.org/wiki/David_D._Levine	Nominated	"The Tale of the Golden Eagle"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2005	2005	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Won	"Travels with My Cats"	https://en.wikipedia.org/wiki/Travels_with_My_Cats	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2005	2005	Kelly, James Patrick	https://en.wikipedia.org/wiki/James_Patrick_Kelly	Nominated	"The Best Christmas Ever"	https://en.wikipedia.org/wiki/The_Best_Christmas_Ever_(story)	Scifi.com	https://en.wikipedia.org/wiki/Syfy
2005	2005	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"A Princess of Earth"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2005	2005	Sawyer, Robert J.	https://en.wikipedia.org/wiki/Robert_J._Sawyer	Nominated	"Shed Skin"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2005	2005	Burstein, Michael A.	https://en.wikipedia.org/wiki/Michael_A._Burstein	Nominated	"Decisions"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2006	2006	Levine, David D.	https://en.wikipedia.org/wiki/David_D._Levine	Won	"Tk'tk'tk"	https://en.wikipedia.org/wiki/Tk%27tk%27tk	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2006	2006	Burstein, Michael A.	https://en.wikipedia.org/wiki/Michael_A._Burstein	Nominated	"Seventy-Five Years"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2006	2006	Green, Dominic	https://en.wikipedia.org/wiki/Dominic_Green_(science_fiction_writer)	Nominated	"The Clockwork Atom Bomb"	https://en.wikipedia.org/wiki/The_Clockwork_Atom_Bomb	Interzone	https://en.wikipedia.org/wiki/Interzone_(magazine)
2006	2006	Lanagan, Margo	https://en.wikipedia.org/wiki/Margo_Lanagan	Nominated	"Singing My Sister Down"		Black Juice (Eos)	https://en.wikipedia.org/wiki/HarperCollins
2006	2006	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"Down Memory Lane"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2007	2007	Pratt, Tim	https://en.wikipedia.org/wiki/Tim_Pratt	Won	"Impossible Dreams"	https://en.wikipedia.org/wiki/Impossible_Dreams	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2007	2007	Gaiman, Neil	https://en.wikipedia.org/wiki/Neil_Gaiman	Nominated	"How to Talk to Girls at Parties"	https://en.wikipedia.org/wiki/How_to_Talk_to_Girls_at_Parties	Fragile Things (William Morrow and Company)	https://en.wikipedia.org/wiki/Fragile_Things
2007	2007	Reed, Robert	https://en.wikipedia.org/wiki/Robert_Reed_(author)	Nominated	"Eight Episodes"	https://en.wikipedia.org/wiki/Eight_Episodes	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2007	2007	McAllister, Bruce	https://en.wikipedia.org/wiki/Bruce_McAllister	Nominated	"Kin"	https://en.wikipedia.org/wiki/Kin_(short_story)	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2007	2007	Rosenbaum, Benjamin	https://en.wikipedia.org/wiki/Benjamin_Rosenbaum	Nominated	"The House Beyond Your Sky"	https://en.wikipedia.org/wiki/The_House_Beyond_Your_Sky	Strange Horizons	https://en.wikipedia.org/wiki/Strange_Horizons
2008	2008	Bear, Elizabeth	https://en.wikipedia.org/wiki/Elizabeth_Bear	Won	"Tideline"	https://en.wikipedia.org/wiki/Tideline_(short_story)	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2008	2008	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"A Small Room in Koboldtown"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2008	2008	Baxter, Stephen	https://en.wikipedia.org/wiki/Stephen_Baxter	Nominated	"Last Contact"	https://en.wikipedia.org/wiki/Last_Contact	The Solaris Book of New Science Fiction #1	https://en.wikipedia.org/wiki/Solaris_Books
2008	2008	MacLeod, Ken	https://en.wikipedia.org/wiki/Ken_MacLeod	Nominated	"Who's Afraid of Wolf 359?"	https://en.wikipedia.org/wiki/Who%27s_Afraid_of_Wolf_359%3F	The New Space Opera	https://en.wikipedia.org/wiki/The_New_Space_Opera
2008	2008	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"Distant Replay"	https://en.wikipedia.org/wiki/Distant_Replay	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2009	2009	Chiang, Ted	https://en.wikipedia.org/wiki/Ted_Chiang	Won	"Exhalation"	https://en.wikipedia.org/wiki/Exhalation_(short_story)	Eclipse #2 (Night Shade Books)	https://en.wikipedia.org/wiki/Night_Shade_Books
2009	2009	Johnson, Kij	https://en.wikipedia.org/wiki/Kij_Johnson	Nominated	"26 Monkeys, Also the Abyss"	https://en.wikipedia.org/wiki/26_Monkeys,_Also_the_Abyss	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2009	2009	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"From Babel's Fall'n Glory We Fled"	https://en.wikipedia.org/wiki/From_Babel%27s_Fall%27n_Glory_We_Fled	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2009	2009	Kowal, Mary Robinette	https://en.wikipedia.org/wiki/Mary_Robinette_Kowal	Nominated	"Evil Robot Monkey"	https://en.wikipedia.org/wiki/Evil_Robot_Monkey	The Solaris Book of New Science Fiction #2	https://en.wikipedia.org/wiki/Solaris_Books
2009	2009	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"Article of Faith"		Jim Baen's Universe	https://en.wikipedia.org/wiki/Jim_Baen%27s_Universe
2010	2010	McIntosh, Will	https://en.wikipedia.org/wiki/Will_McIntosh	Won	"Bridesicle"	https://en.wikipedia.org/wiki/Bridesicle_(short_story)	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2010	2010	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"The Bride of Frankenstein"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2010	2010	Schoen, Lawrence M.	https://en.wikipedia.org/wiki/Lawrence_M._Schoen	Nominated	"The Moment"		Footprints (Hadley Rille Books)	https://en.wikipedia.org/wiki/Hadley_Rille_Books
2010	2010	Jemisin, N. K.	https://en.wikipedia.org/wiki/N._K._Jemisin	Nominated	"Non-Zero Probabilities"		Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2010	2010	Johnson, Kij	https://en.wikipedia.org/wiki/Kij_Johnson	Nominated	"Spar"	https://en.wikipedia.org/wiki/Spar_(short_story)	Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2011	2011	Kowal, Mary Robinette	https://en.wikipedia.org/wiki/Mary_Robinette_Kowal	Nominated	"For Want of a Nail"	https://en.wikipedia.org//w/index.php?title=For_Want_of_a_Nail_(short_story)&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2011	2011	Vaughn, Carrie	https://en.wikipedia.org/wiki/Carrie_Vaughn	Nominated	"Amaryllis"		Lightspeed Magazine	https://en.wikipedia.org/wiki/Lightspeed_Magazine
2011	2011	Johnson, Kij	https://en.wikipedia.org/wiki/Kij_Johnson	Nominated	"Ponies"		Tor.com	https://en.wikipedia.org/wiki/Tor_Books
2011	2011	Watts, Peter	https://en.wikipedia.org/wiki/Peter_Watts_(author)	Nominated	"The Things"		Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2012	2012	Liu, Ken	https://en.wikipedia.org/wiki/Ken_Liu	Won	"The Paper Menagerie"	https://en.wikipedia.org//w/index.php?title=The_Paper_Menagerie&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2012	2012	Yu, E. Lily	https://en.wikipedia.org/wiki/E._Lily_Yu	Nominated	"The Cartographer Wasps and the Anarchist Bees"		Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2012	2012	Resnick , Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"The Homecoming"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2012	2012	Fulda, Nancy		Nominated	"Movement"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2012	2012	Scalzi, John	https://en.wikipedia.org/wiki/John_Scalzi	Nominated	"Shadow War of the Night Dragons: Book One: The Dead City: Prologue"		Tor.com	https://en.wikipedia.org/wiki/Tor_Books
2013	2013	Liu, Ken	https://en.wikipedia.org/wiki/Ken_Liu	Won	"Mono no Aware"	https://en.wikipedia.org//w/index.php?title=Mono_no_Aware_(story)&action=edit&redlink=1	The Future is Japanese	https://en.wikipedia.org/wiki/Viz_Media
2013	2013	Bodard, Aliette de	https://en.wikipedia.org/wiki/Aliette_de_Bodard	Nominated	"Immersion"		Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2013	2013	Johnson, Kij	https://en.wikipedia.org/wiki/Kij_Johnson	Nominated	"Mantis Wives"		Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2014	2014	Chu, John	https://en.wikipedia.org/wiki/John_Chu	Nominated	"The Water That Falls on You from Nowhere"	https://en.wikipedia.org/wiki/The_Water_That_Falls_on_You_from_Nowhere	Tor.com	https://en.wikipedia.org/wiki/Tor_Books
2014	2014	Swirsky, Rachel	https://en.wikipedia.org/wiki/Rachel_Swirsky	Nominated	"If You Were a Dinosaur, My Love"	https://en.wikipedia.org/wiki/If_You_Were_a_Dinosaur,_My_Love	Apex Magazine	https://en.wikipedia.org/wiki/Apex_Magazine
2014	2014	Heuvelt, Thomas Olde	https://en.wikipedia.org/wiki/Thomas_Olde_Heuvelt	Nominated	"The Ink Readers of Doi Saket"		Tor.com	https://en.wikipedia.org/wiki/Tor_Books
2014	2014	Samatar, Sofia	https://en.wikipedia.org/wiki/Sofia_Samatar	Nominated	"Selkie Stories Are for Losers"		Strange Horizons	https://en.wikipedia.org/wiki/Strange_Horizons
